CASEID,OCCUPATION_COL,WORKTYPE_FINAL,SCIENCE_CLASSES,MATH_CLASSES,TALENT,PROVE,RESPECTA,RESPECTB,INTEREST1,STEMJOBA,STEMJOBB,REASON1A,REASON1B,REASON1C,REASON1D,REASON1E,REASON1F,REASON1G,TECH1,TECH2,TECH3,GEND1,GEND2,GEND3,GEND4,GEND5,HARASS1,HARASS2,HARASS3,GENDER,STEM_DEGREE,EDUCATION,INCOME_AVERAGE,AGE-1_CATEGORY,AGE-2_CATEGORY,EMPLOYED
5037,1,1,0,0,3,3,0,0,4,1,2,1,1,1,2,2,1,2,1,1,2,3,1,2,3,3,2,2,2,2,1,2,100000.0,55,64,1
5038,26,3,1,0,2,2,1,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,2,2,1,1,30000.0,25,34,0
5040,23,2,1,1,3,1,2,3,1,1,1,2,2,3,3,3,3,3,3,3,2,1,1,1,3,2,3,3,2,2,2,2,100000.0,35,44,1
5041,12,1,1,1,1,2,2,1,4,1,1,1,2,3,1,1,3,2,2,3,1,2,1,1,3,2,3,3,2,2,1,2,62499.5,55,64,1
5042,16,2,0,1,2,2,2,3,2,1,3,1,1,2,1,2,1,2,2,3,1,2,1,2,3,2,2,1,2,1,2,2,62499.5,55,64,1
5043,23,2,0,1,2,2,2,1,4,1,1,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,2,2,2,2,1,2,39999.5,35,44,1
5044,23,2,1,0,2,3,2,2,4,3,1,1,2,2,1,2,3,3,2,2,3,1,1,1,1,1,1,3,2,2,1,1,62499.5,45,54,1
5045,1,1,1,0,1,1,1,0,4,1,2,3,1,1,3,3,1,2,2,2,3,1,3,3,3,4,3,3,1,2,1,3,87499.5,55,64,1
5046,8,2,1,1,4,3,2,2,1,1,1,1,1,2,2,2,3,1,3,3,2,2,2,2,3,3,3,3,2,1,2,3,100000.0,35,44,1
5047,10,2,0,0,2,2,1,2,6,1,3,1,2,1,1,3,3,1,1,1,1,2,3,3,3,1,1,2,1,1,1,4,62499.5,65,74,1
5048,12,1,1,0,1,2,3,2,4,1,3,3,3,3,3,2,3,1,3,3,3,2,1,1,3,3,2,3,2,1,1,2,62499.5,45,54,1
5049,14,2,1,1,1,1,3,2,3,1,1,1,2,1,1,1,3,1,1,1,1,3,2,2,2,1,2,2,2,1,1,1,62499.5,35,44,1
5050,10,2,1,1,2,1,3,1,6,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,3,2,1,3,2,2,1,2,100000.0,45,54,1
5051,1,1,1,1,1,2,1,2,4,1,3,2,3,2,3,3,1,3,3,3,3,3,2,2,3,5,3,3,2,2,1,2,30000.0,25,34,1
5052,13,1,1,0,1,1,2,3,4,3,1,1,1,3,1,2,3,2,1,1,1,3,1,1,3,2,3,2,2,1,1,2,62499.5,25,34,1
5053,20,2,1,1,1,2,1,2,4,1,3,3,3,2,2,3,2,2,2,3,3,1,1,1,3,3,3,3,2,1,2,3,30000.0,35,44,1
5055,4,2,1,1,1,2,2,2,1,1,3,2,3,3,1,3,3,2,2,1,2,3,1,1,3,2,3,2,2,1,1,3,100000.0,35,44,1
5056,12,1,1,1,1,2,1,1,4,1,1,1,1,2,1,1,3,2,2,1,1,2,1,1,3,2,3,3,2,1,1,4,62499.5,55,64,1
5057,2,1,1,1,2,1,3,2,4,1,1,2,3,2,3,2,1,2,2,3,3,3,1,1,3,2,3,3,2,2,1,4,100000.0,35,44,1
5058,23,2,1,1,1,0,2,3,3,1,1,3,1,2,1,2,2,1,2,2,3,1,1,1,3,3,3,3,2,2,1,2,100000.0,55,64,1
5059,13,1,1,0,2,3,3,2,4,1,1,1,1,1,1,3,1,2,2,3,1,3,2,3,2,2,1,3,2,1,1,3,39999.5,45,54,1
5060,8,2,1,1,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,3,2,2,1,1,3,3,3,3,2,1,2,2,87499.5,45,54,1
5061,1,1,1,1,3,3,2,2,4,1,3,2,2,2,2,3,3,3,2,1,2,1,1,1,3,4,3,3,2,2,1,2,62499.5,45,54,1
5066,25,2,1,1,3,2,1,2,2,3,3,1,1,2,1,2,2,3,3,3,2,1,1,1,3,4,3,3,2,1,1,2,100000.0,55,64,1
5067,5,1,1,1,3,2,2,2,4,1,1,2,3,2,2,2,1,2,2,3,2,3,1,2,3,3,3,2,2,2,1,3,87499.5,25,34,1
5070,3,2,1,0,2,2,2,1,4,3,3,1,3,3,3,1,1,3,2,3,2,3,1,1,3,2,3,2,1,1,2,3,100000.0,65,74,1
5071,13,1,1,1,1,0,1,1,4,1,3,3,3,3,3,3,3,3,1,3,2,1,1,1,2,4,3,3,2,2,1,1,30000.0,35,44,1
5072,14,2,1,1,2,2,1,1,4,1,1,2,3,3,3,2,3,2,2,3,2,2,1,1,3,3,3,3,2,1,1,2,62499.5,65,74,1
5073,17,2,0,0,2,2,2,2,2,1,1,2,1,2,1,2,2,1,2,1,1,1,2,2,2,3,2,2,2,1,1,2,39999.5,18,24,1
5074,25,2,1,1,2,3,1,1,1,1,1,2,3,3,3,3,3,2,2,2,3,3,1,1,3,1,2,3,2,2,1,1,62499.5,35,44,1
5075,12,1,1,0,2,2,1,1,4,1,3,2,3,3,2,2,3,2,3,3,2,2,1,1,3,4,2,2,2,1,1,4,87499.5,45,54,1
5079,12,1,1,0,1,0,2,2,4,3,3,3,1,3,2,2,1,3,3,3,2,3,1,1,3,3,3,3,2,1,1,2,62499.5,35,44,1
5080,12,1,0,0,1,0,2,1,4,3,3,2,3,3,3,2,3,1,1,3,3,2,1,1,3,5,3,3,2,1,1,2,87499.5,45,54,1
5081,10,2,0,1,2,3,2,3,5,3,1,1,2,3,3,1,3,1,1,1,1,3,1,3,2,1,2,2,2,1,1,1,30000.0,35,44,1
5082,26,3,1,1,2,2,1,2,4,1,1,1,3,3,1,3,3,3,1,1,1,2,1,1,3,2,3,3,2,1,2,2,87499.5,65,74,0
5084,22,2,1,1,2,2,1,2,2,1,1,2,3,3,3,2,3,2,3,3,3,3,1,1,3,5,3,3,2,2,2,2,30000.0,35,44,1
5085,3,2,1,0,3,2,1,3,4,1,1,1,2,2,1,1,3,1,2,3,2,3,1,1,3,5,3,3,1,1,2,4,39999.5,35,44,1
5087,12,1,1,1,3,3,1,1,4,3,3,2,3,2,1,2,3,3,2,3,2,2,1,1,3,3,3,3,2,1,1,3,87499.5,25,34,1
5089,22,2,1,0,2,1,1,1,2,3,2,1,3,1,1,1,1,1,1,2,1,1,1,2,3,3,1,2,2,2,1,1,30000.0,35,44,1
5092,12,1,1,0,2,1,2,1,4,3,3,1,1,2,3,3,3,2,2,3,2,2,1,1,3,3,2,2,2,1,1,3,87499.5,25,34,1
5093,22,2,1,1,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,3,3,3,1,1,1,3,3,3,2,2,1,2,62499.5,25,34,1
5094,1,1,1,0,3,2,2,3,4,1,1,1,2,1,1,2,3,2,1,1,1,1,2,2,2,2,2,1,2,1,2,3,87499.5,25,34,1
5095,25,2,1,0,2,0,1,1,3,1,3,3,3,2,2,1,3,3,2,3,2,2,1,1,3,2,3,3,2,2,1,3,87499.5,55,64,1
5096,13,1,1,1,3,3,2,2,4,1,3,2,3,1,2,3,2,1,2,1,1,2,1,2,1,3,2,2,2,1,2,3,100000.0,65,74,1
5097,12,1,1,1,1,1,2,2,4,1,1,3,2,2,3,2,1,1,2,2,2,2,1,1,3,1,3,3,2,1,1,2,87499.5,25,34,1
5098,23,2,1,0,4,2,1,1,1,1,2,2,3,2,2,2,3,1,2,1,1,2,2,2,2,1,2,2,2,1,1,3,87499.5,25,34,1
5099,3,2,0,0,1,1,1,1,3,1,3,2,2,2,3,2,2,2,2,3,2,3,1,1,3,1,3,2,2,2,2,3,100000.0,25,34,1
5100,25,2,1,1,1,3,2,2,1,1,3,1,1,1,1,2,3,1,1,1,2,2,2,2,3,2,2,2,1,1,2,4,62499.5,65,74,1
5101,12,1,1,1,3,3,3,2,4,1,1,2,2,2,2,2,2,2,2,3,2,2,3,1,3,2,3,3,2,1,1,2,100000.0,45,54,1
5102,12,1,1,1,2,2,2,1,4,1,3,1,2,2,2,3,2,1,3,1,2,2,1,1,3,3,3,2,2,1,1,3,62499.5,55,64,1
5103,4,2,0,1,2,2,2,2,4,1,1,1,2,2,1,1,2,1,2,3,2,2,2,2,3,4,3,2,2,1,2,2,87499.5,65,74,1
5104,23,2,0,0,3,0,3,3,4,1,1,3,3,3,2,3,3,2,3,3,2,1,3,1,3,1,3,3,2,2,1,1,62499.5,55,64,1
5105,1,1,1,1,2,3,3,2,4,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,3,5,3,3,2,2,1,3,100000.0,45,54,1
5106,2,1,1,1,2,3,1,1,4,3,3,3,3,3,2,3,3,3,1,2,3,2,1,1,3,1,2,1,2,2,2,3,39999.5,35,44,1
5108,5,1,1,1,2,3,1,1,4,1,3,2,2,3,2,3,1,1,2,1,2,1,1,2,3,3,3,2,2,1,1,3,62499.5,25,34,1
5109,1,1,1,1,2,3,1,1,4,1,1,2,1,3,2,1,1,2,1,1,1,3,1,1,1,5,2,2,2,1,1,2,30000.0,45,54,1
5110,12,1,1,1,2,2,1,2,4,1,3,1,2,2,1,3,3,3,2,3,2,2,1,2,2,2,3,3,2,1,1,2,100000.0,55,64,1
5111,25,2,1,0,2,2,2,2,4,2,1,3,3,3,3,3,3,3,3,3,3,2,1,1,3,5,3,3,2,2,1,2,30000.0,35,44,1
5112,26,3,1,0,2,2,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,5,3,3,2,1,1,1,62499.5,55,64,0
5113,12,1,1,1,1,2,1,1,4,1,3,1,2,2,2,3,2,2,1,1,1,2,1,1,3,1,3,3,2,1,1,4,62499.5,25,34,1
5114,25,2,0,1,3,1,2,1,4,1,1,1,3,1,1,1,3,2,1,1,1,2,2,1,2,1,3,3,2,2,2,3,39999.5,55,64,1
5115,1,1,1,1,1,3,1,1,4,1,3,1,2,2,1,2,1,3,2,1,1,1,1,1,3,2,3,2,2,2,1,4,100000.0,45,54,1
5116,12,1,0,0,1,2,1,1,4,1,1,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,2,1,1,3,100000.0,45,54,1
5117,3,2,1,0,2,2,1,2,4,1,3,3,3,3,3,3,3,3,1,1,1,3,1,2,3,2,1,2,2,1,2,4,87499.5,25,34,1
5118,3,2,1,1,1,2,2,2,1,1,1,3,3,3,2,2,2,2,3,3,2,2,1,1,3,3,2,2,2,1,2,3,62499.5,55,64,1
5119,19,2,1,1,3,0,2,1,2,1,1,1,3,3,2,2,1,2,2,2,2,2,1,1,3,3,1,1,2,2,1,1,39999.5,55,64,1
5120,12,1,1,1,2,3,1,3,4,1,3,1,1,3,3,2,1,3,3,3,3,2,1,1,3,2,3,3,2,1,1,3,62499.5,45,54,1
5121,3,2,1,1,2,2,2,2,6,3,1,1,2,1,1,3,2,3,2,1,1,1,1,1,3,2,2,2,2,2,1,4,100000.0,55,64,1
5123,3,2,1,1,1,3,1,1,2,3,3,1,2,1,1,2,2,2,3,1,1,3,2,1,3,1,3,3,2,2,2,3,100000.0,45,54,1
5124,8,1,1,1,3,3,3,3,4,1,1,2,3,2,3,3,2,3,3,3,2,2,1,1,3,3,3,3,2,2,2,4,87499.5,35,44,1
5126,12,1,1,0,2,3,1,1,4,1,3,3,3,3,3,2,3,2,3,3,3,2,1,1,3,3,3,3,2,1,1,3,100000.0,35,44,1
5127,14,2,1,1,1,3,3,1,6,1,1,3,3,3,1,3,1,1,2,1,1,2,1,1,3,1,1,3,2,2,1,2,62499.5,45,54,1
5128,26,3,1,0,2,2,1,2,4,1,3,2,3,2,1,1,2,2,3,3,1,2,1,1,3,5,3,3,2,1,1,1,62499.5,35,44,0
5129,20,2,1,0,2,2,1,1,4,1,2,1,1,1,1,1,1,3,2,3,1,3,2,2,2,1,1,2,1,1,1,2,30000.0,45,54,1
5130,23,2,1,1,2,2,2,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,1,1,2,2,1,1,39999.5,45,54,1
5132,1,1,5,0,3,2,3,2,4,2,2,2,2,2,2,3,2,2,1,3,3,3,2,3,3,4,2,1,2,2,1,1,30000.0,18,24,1
5133,1,1,1,1,2,2,2,1,4,1,1,3,3,2,3,1,2,1,2,2,3,1,1,1,3,4,3,3,2,2,2,3,87499.5,35,44,1
5134,13,1,1,0,1,2,1,2,4,3,1,1,1,1,2,2,3,3,1,1,1,3,1,1,3,4,3,2,2,1,1,1,30000.0,35,44,1
5135,25,2,0,0,3,3,2,3,4,1,3,3,2,3,3,2,2,3,3,3,2,1,1,1,3,4,3,3,2,2,1,1,62499.5,25,34,1
5136,26,3,1,0,2,2,1,2,4,2,1,3,3,3,3,3,3,3,2,3,2,2,1,1,3,2,3,3,2,1,1,1,30000.0,55,64,0
5137,5,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,3,2,3,1,1,3,2,3,3,2,2,1,3,62499.5,55,64,1
5138,20,2,0,1,1,2,2,1,4,1,1,3,3,2,2,2,3,1,3,3,2,3,1,1,3,1,3,2,2,1,1,3,87499.5,25,34,1
5140,1,1,0,0,2,2,1,1,4,1,2,3,3,3,3,3,2,1,3,2,2,2,1,1,1,5,2,2,2,2,1,4,30000.0,65,74,1
5142,12,1,1,1,1,1,1,2,4,3,1,1,1,1,1,1,3,2,3,1,1,3,1,1,3,1,2,2,1,1,1,2,62499.5,35,44,1
5143,25,2,0,1,3,3,2,2,4,3,3,2,2,2,1,2,2,3,3,3,2,3,2,3,2,2,3,3,2,2,1,2,30000.0,55,64,1
5144,1,1,1,1,2,1,2,1,4,1,3,1,2,2,1,2,2,2,2,1,1,3,1,2,3,2,2,1,2,2,1,4,62499.5,55,64,1
5145,13,1,1,1,3,3,2,1,4,1,3,3,3,3,1,2,3,1,1,3,1,2,2,2,2,2,3,1,2,1,1,3,100000.0,45,54,1
5147,5,1,1,1,2,2,2,2,4,1,1,2,2,1,2,2,3,1,3,3,2,1,1,1,3,2,3,2,2,2,1,4,62499.5,25,34,1
5149,20,2,1,1,1,2,2,3,3,1,1,1,1,3,1,3,2,2,2,3,1,2,3,3,3,1,2,3,2,1,1,2,30000.0,55,64,1
5150,9,1,1,1,1,0,1,2,4,1,3,1,1,1,1,1,3,2,1,1,1,3,1,1,3,1,3,2,1,1,1,4,87499.5,45,54,1
5151,23,2,1,1,2,3,1,1,3,1,1,2,2,3,3,2,3,2,3,3,3,1,1,1,3,2,3,3,2,2,1,2,62499.5,35,44,1
5152,18,2,1,1,1,2,1,2,4,1,1,3,2,2,3,1,1,1,2,2,3,2,1,1,3,4,3,2,2,1,1,1,100000.0,65,74,1
5153,19,2,1,1,2,2,1,1,2,1,3,1,2,2,2,3,3,1,3,3,2,3,3,1,3,2,3,3,2,1,1,4,87499.5,45,54,1
5154,10,2,1,1,1,3,1,1,6,1,1,1,3,2,1,2,3,2,1,3,1,1,1,1,1,2,2,2,2,2,1,2,62499.5,55,64,1
5155,3,2,1,0,2,3,1,1,2,1,1,2,3,3,3,1,3,2,1,1,2,3,1,1,3,3,3,2,2,2,2,4,100000.0,35,44,1
5156,15,2,1,0,2,2,1,2,4,1,1,1,1,1,2,1,3,2,2,1,2,3,1,1,3,2,3,3,2,2,2,2,30000.0,55,64,1
5157,19,2,0,0,2,2,3,3,3,1,1,1,1,1,1,2,2,2,3,3,2,3,1,2,2,2,2,2,1,1,1,1,30000.0,65,74,1
5159,3,2,0,1,1,2,1,2,3,1,1,1,2,1,1,3,2,1,3,1,1,1,1,1,2,2,2,1,2,2,2,3,100000.0,35,44,1
5162,1,1,1,1,1,2,1,1,4,1,3,1,1,1,1,2,3,2,1,1,1,1,2,2,2,1,2,1,2,1,2,4,62499.5,35,44,1
5163,14,2,1,1,2,3,2,2,4,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,62499.5,55,64,1
5164,1,1,1,1,2,2,2,2,4,1,2,2,2,3,1,3,3,1,1,1,1,1,2,3,2,3,3,3,2,1,1,3,100000.0,55,64,1
5165,25,2,1,1,1,2,1,1,3,1,1,1,3,2,1,3,3,2,1,3,1,2,1,1,3,2,3,3,2,1,2,3,87499.5,35,44,1
5166,22,2,1,1,4,0,2,2,4,1,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,5,3,3,2,2,1,1,87499.5,35,44,1
5167,19,2,1,1,1,1,3,2,2,1,1,3,1,2,3,2,1,2,3,3,2,3,1,1,3,3,3,3,2,2,1,1,87499.5,45,54,1
5168,12,1,0,0,1,1,1,1,4,1,1,1,2,2,1,3,2,3,3,3,3,2,1,1,3,2,3,1,2,1,1,2,100000.0,55,64,1
5169,1,1,1,1,1,3,1,2,4,1,1,1,2,1,2,2,3,2,2,3,2,1,1,1,3,2,3,3,2,2,1,4,87499.5,25,34,1
5171,1,1,1,0,1,2,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,2,2,2,3,62499.5,35,44,1
5172,12,1,0,0,2,0,2,2,4,1,1,3,3,3,3,1,3,3,3,3,3,2,1,1,3,3,2,2,2,1,1,4,100000.0,35,44,1
5173,1,1,1,1,2,3,2,2,4,1,3,3,3,2,1,2,3,3,3,3,3,3,1,1,3,1,3,3,1,1,1,3,87499.5,35,44,1
5174,8,2,1,1,2,1,2,2,2,1,3,3,2,2,2,2,2,3,2,1,2,2,1,1,3,4,3,3,1,1,2,3,87499.5,35,44,1
5175,5,1,1,0,3,3,3,3,4,1,3,1,2,3,1,1,1,1,2,1,1,1,1,2,2,1,3,2,2,2,1,4,87499.5,25,34,1
5177,8,2,1,1,3,3,1,2,1,1,1,1,2,3,3,2,3,3,3,3,3,2,1,1,3,2,3,3,2,1,1,3,100000.0,45,54,1
5178,17,2,1,1,3,3,0,2,1,1,1,3,3,3,3,3,1,2,3,2,2,2,1,1,1,5,3,2,2,2,1,2,30000.0,18,24,1
5179,12,1,0,1,1,3,1,1,4,1,2,3,2,2,2,1,3,1,2,1,2,2,1,2,3,1,3,2,2,1,1,4,100000.0,35,44,1
5180,3,2,1,0,1,1,1,2,2,1,3,2,3,2,2,1,3,1,2,3,2,2,1,3,2,3,3,2,2,1,1,2,100000.0,55,64,1
5181,8,2,1,0,1,1,3,3,2,1,1,3,3,3,2,3,3,3,2,1,2,2,1,2,2,3,2,2,2,1,2,4,87499.5,35,44,1
5182,5,1,1,1,1,2,1,1,4,1,1,1,2,3,2,1,1,3,2,3,2,1,1,1,3,3,3,3,2,2,1,3,100000.0,25,34,1
5183,15,2,1,0,2,3,2,2,4,3,3,2,3,2,3,1,2,2,3,3,3,1,1,1,1,5,3,3,2,2,1,2,100000.0,45,54,1
5184,15,2,1,1,2,2,1,2,1,1,3,1,1,1,2,1,2,2,2,3,2,1,1,1,1,2,3,2,2,2,1,4,100000.0,45,54,1
5186,4,2,1,0,2,1,2,1,4,1,1,3,2,3,3,3,1,2,1,3,3,2,1,1,3,3,3,3,2,2,1,1,87499.5,35,44,1
5187,5,1,1,1,2,2,2,2,4,1,1,1,2,2,3,2,3,3,2,1,2,1,1,1,3,2,3,2,2,2,1,2,87499.5,18,24,1
5188,3,2,0,1,3,2,1,2,6,3,3,3,2,3,3,3,2,3,3,3,2,3,1,3,1,4,3,3,1,2,2,2,100000.0,55,64,1
5191,3,2,1,1,3,3,1,1,4,1,2,1,2,2,1,3,3,2,2,1,1,2,1,1,3,2,2,3,2,2,1,2,39999.5,45,54,1
5192,22,2,1,1,2,2,3,3,2,3,1,3,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,30000.0,25,34,1
5193,5,1,1,0,1,2,1,1,4,1,3,1,3,1,3,2,1,3,2,3,2,1,1,1,3,2,3,3,2,2,1,4,87499.5,55,64,1
5194,4,2,0,0,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,3,3,2,1,1,1,87499.5,55,64,1
5195,6,2,1,1,1,3,1,1,3,3,3,3,3,3,1,3,3,3,2,3,1,1,2,2,2,1,2,2,1,1,2,2,100000.0,55,64,1
5196,25,2,1,0,3,1,0,0,2,1,3,2,2,2,1,1,3,2,2,3,2,2,2,2,2,2,3,3,2,1,1,2,62499.5,55,64,1
5199,25,2,1,0,2,3,2,2,4,1,3,3,3,2,1,2,3,2,1,1,1,3,2,2,3,1,2,2,2,1,2,3,62499.5,25,34,1
5200,1,1,0,0,1,3,1,2,4,1,3,1,2,1,2,3,3,3,2,1,1,3,1,1,3,2,3,2,2,2,1,2,39999.5,25,34,1
5201,22,2,1,0,4,0,3,3,4,3,2,3,3,3,3,3,3,2,3,3,3,3,1,1,3,3,3,3,2,2,1,1,100000.0,35,44,1
5202,12,1,1,1,1,3,1,1,4,1,1,2,2,2,3,2,3,2,3,3,2,2,1,1,3,4,3,3,2,1,1,2,87499.5,45,54,1
5205,1,1,1,0,2,2,2,2,4,1,3,3,3,3,3,2,3,3,2,2,2,1,2,2,2,3,2,2,2,2,1,2,62499.5,45,54,1
5206,14,2,1,1,1,2,1,2,1,2,3,1,3,2,2,1,3,2,2,2,3,3,2,2,2,2,2,1,2,2,1,1,30000.0,65,74,1
5207,11,1,1,1,1,2,2,2,4,1,1,1,1,2,1,2,3,2,2,3,1,2,1,1,3,1,2,1,2,1,1,4,87499.5,25,34,1
5209,25,2,0,1,4,2,1,2,2,1,3,3,3,3,1,1,1,1,3,3,2,2,3,3,3,4,3,3,2,2,1,1,100000.0,35,44,1
5210,13,1,1,1,2,1,3,2,4,2,2,2,2,2,2,2,2,1,2,3,1,2,1,1,3,1,1,1,1,1,1,3,87499.5,35,44,1
5211,22,2,1,1,2,3,1,2,2,3,3,2,3,2,2,3,3,3,3,3,2,1,1,1,3,2,3,3,2,2,2,2,39999.5,25,34,1
5212,3,2,0,0,1,2,1,1,3,1,3,3,3,3,1,3,2,3,3,3,3,3,1,1,3,1,1,3,2,1,1,2,100000.0,25,34,1
5213,10,2,0,1,1,3,1,2,4,1,1,3,3,3,3,3,3,2,3,3,3,3,1,1,3,2,3,2,2,2,1,4,87499.5,25,34,1
5214,1,1,1,1,1,0,1,1,4,1,1,2,3,2,1,2,3,1,2,2,1,2,1,1,3,2,3,3,2,2,1,2,39999.5,25,34,1
5215,11,1,1,1,2,2,1,1,4,3,3,2,2,2,2,1,3,1,2,3,2,2,1,1,3,3,3,2,2,2,1,4,100000.0,25,34,1
5217,19,2,1,0,1,3,2,2,1,2,1,2,2,2,1,2,2,3,2,3,2,3,1,1,3,2,3,3,2,2,1,3,100000.0,45,54,1
5218,3,2,1,1,2,2,2,1,6,1,1,2,3,2,2,1,3,1,2,1,1,3,1,2,3,2,3,2,2,2,1,4,100000.0,25,34,1
5220,13,1,1,1,2,2,2,2,4,2,3,1,2,2,3,2,2,2,3,3,2,2,1,1,3,2,3,2,2,2,1,4,100000.0,55,64,1
5221,4,2,1,1,2,3,1,1,6,1,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,5,3,3,2,2,1,3,100000.0,45,54,1
5222,12,1,1,1,3,1,3,3,4,1,1,3,3,3,3,1,3,3,3,3,2,2,1,1,3,3,3,2,2,1,1,3,62499.5,25,34,1
5223,1,1,1,1,1,2,1,2,4,3,2,3,3,3,3,2,1,3,2,3,2,3,1,1,3,5,2,2,1,2,1,2,87499.5,35,44,1
5224,5,1,1,0,1,3,1,1,4,1,1,1,2,2,1,3,2,1,2,2,2,3,1,1,2,2,3,2,1,2,1,3,100000.0,55,64,1
5225,20,2,1,0,1,3,1,1,4,1,1,3,2,3,2,2,3,1,1,3,1,2,1,1,3,2,3,3,2,1,1,3,100000.0,45,54,1
5226,17,2,1,1,1,2,1,2,6,1,1,3,3,1,2,3,3,1,2,3,2,3,2,2,3,2,3,3,2,2,1,3,100000.0,45,54,1
5227,17,2,1,0,2,3,1,1,2,1,3,3,2,1,2,1,3,2,2,3,1,3,1,1,3,3,3,3,2,1,1,1,30000.0,25,34,1
5228,1,1,0,1,2,2,2,2,4,1,3,2,2,2,1,1,2,1,2,1,2,3,3,1,3,2,3,3,2,1,1,3,100000.0,45,54,1
5229,25,2,0,0,1,1,2,0,3,1,3,3,3,3,1,1,3,1,2,2,1,1,1,1,2,2,3,1,2,2,1,1,30000.0,35,44,1
5230,9,1,1,1,2,2,2,2,4,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,3,2,2,2,2,2,1,4,100000.0,55,64,1
5232,3,2,1,0,1,1,1,3,3,1,1,2,3,3,1,3,3,2,2,3,1,1,1,1,3,2,3,2,2,2,1,1,62499.5,45,54,1
5233,15,2,1,0,1,1,1,2,2,1,3,2,3,1,1,1,3,3,3,3,3,3,3,1,3,4,3,3,2,2,1,2,87499.5,25,34,1
5234,5,1,1,1,2,3,1,1,4,1,3,3,2,2,3,2,1,2,3,2,3,1,1,1,1,5,2,3,2,2,1,4,100000.0,45,54,1
5235,17,2,1,1,3,2,2,3,2,1,1,1,3,2,3,2,2,3,3,3,3,3,1,1,3,2,3,3,1,2,1,2,62499.5,45,54,1
5236,8,2,1,1,1,0,1,1,4,1,1,1,3,1,1,2,3,1,1,1,1,2,1,1,3,2,3,3,2,1,2,3,100000.0,25,34,1
5237,19,2,1,1,1,1,1,1,3,2,2,3,2,3,1,3,1,2,2,2,2,2,1,1,3,1,1,3,2,2,1,2,100000.0,55,64,1
5238,3,2,1,0,1,3,1,1,3,3,3,3,2,2,3,3,2,3,3,2,3,1,1,1,3,5,3,2,2,2,1,1,100000.0,55,64,1
5239,1,1,1,1,2,2,2,2,4,1,3,1,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,3,87499.5,55,64,1
5241,25,2,1,1,2,2,1,2,3,1,1,1,2,3,1,3,3,3,2,1,1,1,2,3,2,3,3,3,2,1,2,3,100000.0,55,64,1
5242,12,1,1,1,1,2,1,1,4,1,1,2,2,1,2,2,3,1,2,3,1,2,1,1,3,2,2,2,2,1,1,3,62499.5,55,64,1
5243,22,2,1,1,2,2,2,1,1,1,1,1,3,2,1,2,3,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,87499.5,55,64,1
5244,13,1,1,1,3,2,2,2,4,3,3,3,2,3,2,3,3,2,2,3,2,3,1,2,3,3,2,2,2,1,1,2,87499.5,55,64,1
5247,16,2,1,1,1,0,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,3,1,2,3,2,1,1,2,1,1,1,30000.0,35,44,1
5248,5,1,0,1,2,2,1,2,4,1,1,3,3,3,3,3,3,3,3,2,3,1,1,1,3,4,3,3,2,2,1,2,39999.5,35,44,1
5249,12,1,1,0,1,3,1,1,4,3,3,2,2,2,1,2,2,2,2,3,1,3,2,2,3,4,1,2,2,1,1,4,62499.5,25,34,1
5250,13,1,0,0,3,2,0,2,4,1,3,1,2,3,2,1,2,2,2,3,3,2,1,2,3,2,3,3,2,1,2,2,39999.5,55,64,1
5251,10,2,1,1,2,1,2,2,2,1,1,3,3,3,3,3,3,3,2,3,2,3,2,2,2,3,2,3,2,2,1,2,87499.5,35,44,1
5254,11,1,1,1,1,2,1,1,4,3,3,1,1,2,2,2,2,1,1,1,1,2,2,2,3,2,3,3,2,2,1,4,100000.0,35,44,1
5256,13,1,1,1,2,3,1,1,4,1,1,3,3,3,2,1,3,2,1,3,1,2,1,2,2,2,2,2,2,2,1,3,87499.5,35,44,1
5257,10,2,1,1,4,3,1,1,4,1,3,1,2,3,3,3,1,1,3,3,3,2,2,2,3,5,3,3,2,2,1,1,39999.5,45,54,1
5258,5,1,1,1,1,1,1,2,4,1,2,3,1,2,3,2,1,3,2,2,3,1,1,1,1,5,3,2,2,2,1,4,100000.0,55,64,1
